age,age_type,freq,cum_sum
60,wide_peak,0.023688189505516044,0.4311474491795934
61,wide_peak,0.020776166209329674,0.45192361538892306
62,wide_peak,0.025816206529652237,0.4777398219185753
63,wide_peak,0.02850422803382427,0.5062440499523996
64,wide_peak,0.023856190849526795,0.5301002408019264
65,wide_peak,0.022568180545444363,0.5526684213473708
66,wide_peak,0.024248193985551884,0.5769166153329227
67,wide_peak,0.024640197121576973,0.6015568124544997
68,wide_peak,0.024808198465587725,0.6263650109200873
69,wide_peak,0.025200201601612814,0.6515652125217002
70,wide_peak,0.02335218681749454,0.6749173993391947
71,wide_peak,0.019488155905247242,0.6944055552444419
72,wide_peak,0.021840174721397772,0.7162457299658397
73,wide_peak,0.0161281290250322,0.7323738589908719
74,wide_peak,0.017472139777118218,0.7498459987679902
75,wide_peak,0.02111216889735118,0.7709581676653414
76,wide_peak,0.01780814246513972,0.7887663101304812
77,wide_peak,0.022848182785462284,0.8116144929159435
78,wide_peak,0.024696197569580556,0.836310690485524
79,wide_peak,0.023408187265498124,0.8597188777510221
80,wide_peak,0.021840174721397772,0.8815590524724198
81,wide_peak,0.02044016352130817,0.901999215993728
82,wide_peak,0.018256146049168392,0.9202553620428964
83,wide_peak,0.0175281402251218,0.9377835022680182
84,wide_peak,0.013552108416867334,0.9513356106848856
85,wide_peak,0.010584084672677381,0.9619196953575629
86,wide_peak,0.008008064064512516,0.9699277594220754
87,wide_peak,0.007168057344458756,0.9770958167665342
88,wide_peak,0.005600044800358403,0.9826958615668926
89,wide_peak,0.004480035840286722,0.9871758974071794
90,wide_peak,0.0029120232961863694,0.9900879207033657
91,wide_peak,0.0029120232961863694,0.992999943999552
92,wide_peak,0.001848014784118273,0.9948479587836703
93,wide_peak,0.0014000112000896008,0.9962479699837599
94,wide_peak,0.0010080080640645125,0.9972559780478244
95,wide_peak,0.0009520076160609284,0.9982079856638854
96,wide_peak,0.0008960071680573445,0.9991039928319427
97,wide_peak,0.00044800358402867225,0.9995519964159714
98,wide_peak,0.00028000224001792015,0.9998319986559893
99,wide_peak,0.00011200089600716806,0.9999439995519964
100,wide_peak,5.600044800358403e-05,1.0
18,2step_peak,0.006994990074676246,0.006994990074676246
19,2step_peak,0.007562151432082428,0.014557141506758672
20,2step_peak,0.00850742036109273,0.023064561867851403
21,2step_peak,0.006711409395973154,0.029775971263824558
22,2step_peak,0.008791001039795823,0.038566972303620384
23,2step_peak,0.006616882503072124,0.04518385480669251
24,2step_peak,0.006711409395973154,0.05189526420266566
25,2step_peak,0.009169108611399943,0.0610643728140656
26,2step_peak,0.00794025900368655,0.06900463181775215
27,2step_peak,0.007845732110785519,0.07685036392853767
28,2step_peak,0.00803478589658758,0.08488514982512525
29,2step_peak,0.007089516967577276,0.09197466679270253
30,2step_peak,0.00803478589658758,0.10000945268929011
31,2step_peak,0.00812931278948861,0.10813876547877872
32,2step_peak,0.0062387749314680024,0.11437754041024673
33,2step_peak,0.00850742036109273,0.12288496077133945
34,2step_peak,0.007278570753379336,0.1301635315247188
35,2step_peak,0.006616882503072124,0.13678041402779093
36,2step_peak,0.00557708668116079,0.14235750070895173
37,2step_peak,0.006711409395973154,0.14906891010492487
38,2step_peak,0.005293506002457699,0.15436241610738258
39,2step_peak,0.006427828717270064,0.16079024482465265
40,2step_peak,0.005860667359863881,0.16665091218451653
41,2step_peak,0.006994990074676246,0.17364590225919277
42,2step_peak,0.00803478589658758,0.18168068815578034
43,2step_peak,0.00822383968238964,0.18990452783816997
44,2step_peak,0.006427828717270064,0.19633235655544004
45,2step_peak,0.009074581718498913,0.20540693827393897
46,2step_peak,0.012666603648738065,0.21807354192267703
47,2step_peak,0.009547216183004064,0.22762075810568108
48,2step_peak,0.009925323754608186,0.23754608186028928
49,2step_peak,0.013422818791946308,0.2509689006522356
50,2step_peak,0.013989980149352491,0.2649588808015881
51,2step_peak,0.014746195292560733,0.2797050760941488
52,2step_peak,0.0158805180073731,0.2955855941015219
53,2step_peak,0.014651668399659703,0.3102372625011816
54,2step_peak,0.017298421400888553,0.32753568390207016
55,2step_peak,0.019472539937612252,0.34700822383968244
56,2step_peak,0.020890443331127707,0.36789866717081016
57,2step_peak,0.018905378580206068,0.38680404575101623
58,2step_peak,0.017392948293789585,0.4041969940448058
59,2step_peak,0.021646658474335948,0.42584365251914175
60,2step_peak,0.02202476604594007,0.4478684185650818
61,2step_peak,0.020795916438226675,0.4686643350033085
62,2step_peak,0.02155213158143492,0.49021646658474344
63,2step_peak,0.021079497116929767,0.5112959637016732
64,2step_peak,0.020984970224028735,0.532280933925702
65,2step_peak,0.02438793836846583,0.5566688722941678
66,2step_peak,0.02476604594006995,0.5814349182342378
67,2step_peak,0.021646658474335948,0.6030815767085738
68,2step_peak,0.02514415351167407,0.6282257302202479
69,2step_peak,0.023253615653653463,0.6514793458739013
70,2step_peak,0.026467530012288496,0.6779468758861898
71,2step_peak,0.022875508082049342,0.7008223839682391
72,2step_peak,0.016920313829284432,0.7177426977975235
73,2step_peak,0.01654220625768031,0.7342849040552039
74,2step_peak,0.018905378580206068,0.7531902826354099
75,2step_peak,0.020134228187919462,0.7733245108233293
76,2step_peak,0.01956706683051328,0.7928915776538425
77,2step_peak,0.020512335759523586,0.8134039134133662
78,2step_peak,0.023726250118158616,0.8371301635315248
79,2step_peak,0.023915303903960676,0.8610454674354855
80,2step_peak,0.021079497116929767,0.8821249645524153
81,2step_peak,0.01644767936477928,0.8985726439171946
82,2step_peak,0.019472539937612252,0.9180451838548068
83,2step_peak,0.014084507042253521,0.9321296908970603
84,2step_peak,0.015596937328670006,0.9477266282257303
85,2step_peak,0.009547216183004064,0.9572738444087343
86,2step_peak,0.008885527932696853,0.9661593723414311
87,2step_peak,0.00822383968238964,0.9743832120238207
88,2step_peak,0.007278570753379336,0.9816617827772001
89,2step_peak,0.005293506002457699,0.9869552887796578
90,2step_peak,0.003970129501843275,0.990925418281501
91,2step_peak,0.0023631723225257585,0.9932885906040269
92,2step_peak,0.0025522261083278193,0.9958408167123547
93,2step_peak,0.0011343227148123641,0.9969751394271671
94,2step_peak,0.0004726344645051517,0.9974477738916723
95,2step_peak,0.0006616882503072124,0.9981094621419795
96,2step_peak,0.0013233765006144247,0.9994328386425939
97,2step_peak,0.00028358067870309103,0.999716419321297
98,2step_peak,9.452689290103034e-05,0.999810946214198
99,2step_peak,9.452689290103034e-05,0.999905473107099
100,2step_peak,9.452689290103034e-05,1.0
18,3step_peak,0.008525149190110827,0.008525149190110827
19,3step_peak,0.00937766410912191,0.01790281329923274
20,3step_peak,0.012254901960784314,0.03015771526001705
21,3step_peak,0.010230179028132993,0.040387894288150046
22,3step_peak,0.011722080136402387,0.05210997442455243
23,3step_peak,0.012041773231031543,0.06415174765558397
24,3step_peak,0.011828644501278773,0.07598039215686274
25,3step_peak,0.014066496163682864,0.09004688832054561
26,3step_peak,0.012148337595907928,0.10219522591645354
27,3step_peak,0.013746803069053709,0.11594202898550725
28,3step_peak,0.013107416879795396,0.12904944586530265
29,3step_peak,0.01417306052855925,0.1432225063938619
30,3step_peak,0.011508951406649617,0.1547314578005115
31,3step_peak,0.011935208866155157,0.16666666666666666
32,3step_peak,0.016091219096334188,0.18275788576300084
33,3step_peak,0.011828644501278773,0.1945865302642796
34,3step_peak,0.0123614663256607,0.20694799658994031
35,3step_peak,0.012681159420289856,0.21962915601023017
36,3step_peak,0.011295822676896846,0.23092497868712702
37,3step_peak,0.01300085251491901,0.24392583120204603
38,3step_peak,0.013640238704177323,0.2575660699062233
39,3step_peak,0.011082693947144074,0.2686487638533674
40,3step_peak,0.010869565217391304,0.2795183290707587
41,3step_peak,0.010230179028132993,0.2897485080988917
42,3step_peak,0.009697357203751065,0.2994458653026428
43,3step_peak,0.010123614663256607,0.3095694799658994
44,3step_peak,0.008098891730605285,0.3176683716965047
45,3step_peak,0.011295822676896846,0.3289641943734015
46,3step_peak,0.010656436487638534,0.33962063086104005
47,3step_peak,0.014279624893435636,0.3539002557544757
48,3step_peak,0.01395993179880648,0.3678601875532822
49,3step_peak,0.016730605285592497,0.3845907928388747
50,3step_peak,0.018222506393861894,0.4028132992327366
51,3step_peak,0.014492753623188406,0.41730605285592504
52,3step_peak,0.017050298380221655,0.4343563512361467
53,3step_peak,0.020247229326513214,0.4546035805626599
54,3step_peak,0.01918158567774936,0.4737851662404093
55,3step_peak,0.014919011082693947,0.48870417732310323
56,3step_peak,0.015664961636828643,0.5043691389599319
57,3step_peak,0.018329070758738276,0.5226982097186701
58,3step_peak,0.020034100596760442,0.5427323103154306
59,3step_peak,0.016410912190963342,0.5591432225063939
60,3step_peak,0.020460358056265986,0.5796035805626599
61,3step_peak,0.018648763853367435,0.5982523444160274
62,3step_peak,0.01875532821824382,0.6170076726342711
63,3step_peak,0.015025575447570333,0.6320332480818415
64,3step_peak,0.016304347826086956,0.6483375959079284
65,3step_peak,0.016730605285592497,0.6650682011935208
66,3step_peak,0.015664961636828643,0.6807331628303495
67,3step_peak,0.016304347826086956,0.6970375106564364
68,3step_peak,0.017689684569479967,0.7147271952259163
69,3step_peak,0.014812446717817562,0.7295396419437339
70,3step_peak,0.013320545609548167,0.7428601875532821
71,3step_peak,0.015025575447570333,0.7578857630008524
72,3step_peak,0.011828644501278773,0.7697144075021312
73,3step_peak,0.011615515771526001,0.7813299232736571
74,3step_peak,0.011935208866155157,0.7932651321398123
75,3step_peak,0.01395993179880648,0.8072250639386188
76,3step_peak,0.015451832907075873,0.8226768968456947
77,3step_peak,0.013853367433930093,0.8365302642796247
78,3step_peak,0.021419437340153454,0.8579497016197782
79,3step_peak,0.0159846547314578,0.8739343563512361
80,3step_peak,0.0159846547314578,0.8899190110826939
81,3step_peak,0.01140238704177323,0.9013213981244671
82,3step_peak,0.016517476555839728,0.9178388746803068
83,3step_peak,0.014599317988064792,0.9324381926683716
84,3step_peak,0.014279624893435636,0.9467178175618072
85,3step_peak,0.00937766410912191,0.9560954816709291
86,3step_peak,0.010230179028132993,0.966325660699062
87,3step_peak,0.006500426257459505,0.9728260869565215
88,3step_peak,0.006926683716965047,0.9797527706734865
89,3step_peak,0.005967604433077579,0.9857203751065641
90,3step_peak,0.004582267689684569,0.9903026427962487
91,3step_peak,0.003090366581415175,0.9933930093776638
92,3step_peak,0.0012787723785166241,0.9946717817561804
93,3step_peak,0.0008525149190110827,0.9955242966751915
94,3step_peak,0.0008525149190110827,0.9963768115942025
95,3step_peak,0.0013853367433930093,0.9977621483375956
96,3step_peak,0.0005328218243819267,0.9982949701619775
97,3step_peak,0.0007459505541346973,0.9990409207161123
98,3step_peak,0.00042625745950554135,0.9994671781756178
99,3step_peak,0.00031969309462915604,0.999786871270247
100,3step_peak,0.00021312872975277067,0.9999999999999998
