min_age,max_age,ward_type,freq,los_mean,los_sd
36,36,midduration,0.0114672686230248,3.79049372196292,1.04385858949857
37,37,midduration,0.0103837471783296,3.73010789869688,1.21508214911943
38,38,midduration,0.0123702031602709,3.8033417283874096,1.0653282253548
39,39,midduration,0.0094808126410835,3.7890290277284295,0.9458934319009968
40,40,midduration,0.0105643340857788,3.9350585930727697,1.05411266522821
41,41,midduration,0.0083069977426636,3.62323843113988,1.22577083480341
42,42,midduration,0.008216704288939,3.85215196994458,0.9617038552661948
43,43,midduration,0.0088487584650112,3.68555691863848,1.01939685458613
44,44,midduration,0.0089390519187358,3.9903255015499495,0.997884683499983
45,45,midduration,0.0109255079006772,3.9907249571751,1.08196121872871
46,46,midduration,0.011196388261851,3.74642292967986,1.07842904387013
47,47,midduration,0.0120090293453725,3.9453586503309697,1.09012026288449
48,48,midduration,0.0123702031602709,3.9098788567469094,1.14703320097134
49,49,midduration,0.0163431151241535,3.9609786474547906,1.1446631058095
50,50,midduration,0.0166139954853273,3.7412980742741095,1.36740497188681
51,51,midduration,0.0147178329571106,3.8420025558107,1.15325549547731
52,52,midduration,0.0163431151241535,3.8167860215289,1.15682664811201
53,53,midduration,0.0195936794582393,3.79035015585196,1.15469504023218
54,54,midduration,0.0204063205417607,3.75693158599828,1.19013612425326
55,55,midduration,0.0139051918735892,3.80254076332218,1.10496112799596
56,56,midduration,0.0175169300225734,3.81989914878314,1.10858039840701
57,57,midduration,0.0174266365688488,3.9667007936795895,1.05703158840876
58,58,midduration,0.021489841986456,3.8603448907001,1.19017768711025
59,59,midduration,0.0188713318284424,3.7976572742805894,1.20038150687437
60,60,midduration,0.0215801354401806,3.7256728048582897,1.23661008699198
61,61,midduration,0.0191422121896162,3.8313163722561696,1.10918950511279
62,62,midduration,0.0199548532731377,3.9142070281756,1.11788337089015
63,63,midduration,0.0176975169300226,3.8454418186672,1.15020108220893
64,64,midduration,0.0175169300225734,3.81954502625276,1.22232440287581
65,65,midduration,0.0179683972911964,3.857212728652,1.22064506657502
66,66,midduration,0.0173363431151242,3.79845309478076,1.13728738161432
67,67,midduration,0.0182392776523702,3.77464766685254,1.08860884701951
68,68,midduration,0.0217607223476298,3.8522662812025894,1.1412472254439
69,69,midduration,0.0190519187358917,3.8033554132210097,1.19906045344557
70,70,midduration,0.0158916478555305,3.85143865910212,0.961193575744631
71,71,midduration,0.0158013544018059,3.90048700962512,1.16888620067659
72,72,midduration,0.0142663656884876,3.9996444783071095,1.24375353798685
73,73,midduration,0.0130925507900677,4.0590440182718,1.1030776232578
74,74,midduration,0.0166139954853273,3.7707949667665495,1.14530105114334
75,75,midduration,0.0159819413092551,3.8064046833241094,1.09288408660101
76,76,midduration,0.0145372460496614,4.01709896636421,1.02948319607278
77,77,midduration,0.0148984198645598,3.71200864855384,1.27905658349451
78,78,midduration,0.0199548532731377,3.8525971670758894,1.19446302021917
79,79,midduration,0.0172460496613995,3.7898307181986897,1.20241643380039
80,80,midduration,0.0194130925507901,3.84648196491022,1.16749254995691
81,81,midduration,0.0179683972911964,3.7637501416515695,1.20541647729322
82,82,midduration,0.0177878103837472,3.98918282385808,1.22963546839558
83,83,midduration,0.014176072234763,4.02248408096199,1.08921581283612
84,84,midduration,0.0123702031602709,4.023854837561929,1.18619154395632
85,85,midduration,0.0083069977426636,4.187886680606289,1.06155425673637
86,86,midduration,0.0066817155756207,3.87970710621799,1.18628821478938
87,87,midduration,0.0058690744920993,4.01475269797048,1.13479329346773
88,88,midduration,0.0057787810383747,3.8162175867139294,1.37423865291018
89,90,midduration,0.007313769751693,4.12690533269061,1.10988511954448
91,97,midduration,0.0074040632054176,4.0028886514381,1.18616207472359
17,20,shortold,0.0063795853269537,4.0830044017484495,1.26237987711653
21,23,shortold,0.007317759639741,4.106897839670849,1.17645217332977
24,26,shortold,0.0071301247771836,4.26623274262674,1.22538919679381
27,28,shortold,0.0065672201895112,4.25318221024274,1.18078235258873
29,31,shortold,0.0065672201895112,4.14486241719584,1.34306422886255
32,34,shortold,0.0070363073459048,4.1923954841598094,1.42787627129843
35,37,shortold,0.008725021108922,4.30312140991706,1.2564097041671
38,39,shortold,0.0064734027582324,4.41551949286688,1.302107398164
40,42,shortold,0.0079744816586921,4.032803979785849,1.20157024185681
43,44,shortold,0.0061919504643962,4.2365183896697,1.33012239595881
45,45,shortold,0.0064734027582324,4.25296228591965,1.45758813393909
46,46,shortold,0.0068486724833474,4.42920169755083,1.0038610835177
47,47,shortold,0.0081621165212496,3.8748701390122706,1.24810615096718
48,48,shortold,0.0065672201895112,4.0968287734175695,1.22911876720679
49,49,shortold,0.0084435688150858,4.06083187035258,1.22864234460157
50,50,shortold,0.0086312036776433,4.4436840761858,0.972304093294826
51,51,shortold,0.0105075523032179,4.32845716200308,1.15754617827709
52,52,shortold,0.0131344403790224,4.25036081334072,1.37284179086816
53,53,shortold,0.01257153579135,4.2219788861009,1.19625840734877
54,54,shortold,0.0158551458861056,4.26932933260951,1.16874829361627
55,55,shortold,0.0181067642367952,4.1045682536776,1.2641119891548
56,56,shortold,0.0195140257059762,4.11984111724115,1.31893486445451
57,57,shortold,0.0161365981799418,4.06666336712232,1.40051048269829
58,58,shortold,0.0158551458861056,4.26399355520321,1.08290024225723
59,59,shortold,0.0197954779998124,4.18369678421832,1.37219531000392
60,60,shortold,0.0251430715827001,4.27764978897879,1.12350852148375
61,61,shortold,0.022703818369453,4.06521180673282,1.22678132806742
62,62,shortold,0.0261750633267661,3.99533833001436,1.31089216602922
63,63,shortold,0.0244863495637489,4.268416078846769,1.26541741665366
64,64,shortold,0.0289895862651281,4.26762089184344,1.17439727025498
65,65,shortold,0.0284266816774557,4.14753553277968,1.23971261409412
66,66,shortold,0.0320855614973262,4.12079082555179,1.37832990596707
67,67,shortold,0.0284266816774557,4.399704469200009,1.1760670047808
68,68,shortold,0.0290834036964068,4.12636559222592,1.27891704976532
69,69,shortold,0.0316164743409325,4.23419684167962,1.24193273726562
70,70,shortold,0.0298339431466366,4.31788345955109,1.25677390114015
71,71,shortold,0.0245801669950277,4.18338728532577,1.24190985283902
72,72,shortold,0.0254245238765363,4.23632026248,1.18554228560336
73,73,shortold,0.023079088094568,4.28007573888968,1.27163947908003
74,74,shortold,0.0228914532320105,4.25522405432668,1.1710243602444
75,75,shortold,0.0277699596585045,4.32862580503981,1.1519707840749
76,76,shortold,0.0299277605779154,4.325794359866729,1.2264848450467
77,77,shortold,0.0237358101135191,4.23890291402527,1.38612566856408
78,78,shortold,0.0347124495731307,4.30006643836448,1.23053121880564
79,79,shortold,0.0333051881039497,4.40954699138027,1.17008435963011
80,80,shortold,0.0306783000281452,4.25597344618875,1.2351347925915
81,81,shortold,0.0302092128717516,4.2849875024435296,1.27203071019911
82,82,shortold,0.0237358101135191,4.20615110114806,1.29244988794485
83,83,shortold,0.0246739844263064,4.357605215266849,1.18899753309792
84,84,shortold,0.0182943990993527,4.31787250752719,1.29023368188856
85,85,shortold,0.0154798761609907,4.35818746402954,1.31857365039907
86,86,shortold,0.0102261000093817,4.34168821112428,1.11002101697436
87,87,shortold,0.0100384651468243,4.26897155172774,1.16446040766807
88,88,shortold,0.0090064734027582,4.25727547690471,1.17495225773123
89,90,shortold,0.0091002908340369,4.17660398640892,1.28740089367059
91,100,shortold,0.0091941082653157,4.0658717612543,1.33887533791963
15,18,short,0.0046781860710782,3.57819473520492,1.28225355404582
19,21,short,0.0070172791066173,3.42894635719567,1.11217185832898
22,23,short,0.0046027314570286,3.46434784813693,1.35665647828665
24,25,short,0.0065645514223194,3.39892532011569,1.26552154607172
26,27,short,0.0049045499132271,3.6120732202112,1.05207287520319
28,29,short,0.0072436429487663,3.39385441225809,1.16154357278495
30,31,short,0.0073190975628159,3.80961971190006,1.20767640064178
32,32,short,0.0051309137553761,3.567871681371,1.05575174061623
33,34,short,0.0069418244925677,3.7488724107071,1.31647321631803
35,36,short,0.0087527352297593,3.57803307796414,1.26812107521227
37,38,short,0.0072436429487663,3.6931949489062705,1.37796025783522
39,40,short,0.00860182600166,3.74427969156283,1.0515662496277
41,42,short,0.0083000075454614,3.5932403975812295,1.14109810018224
43,43,short,0.0055081868256243,3.79413863831094,1.1530473228568
44,44,short,0.0056590960537236,3.6397168402355495,1.26396294028881
45,45,short,0.0067154606504187,3.63854953719528,0.9814516968335308
46,46,short,0.0076209160190145,3.72336328510086,1.26426880481824
47,47,short,0.008375462159511,3.63924363130496,1.42450343714852
48,48,short,0.0092809175281068,3.88001506737606,1.16577382419806
49,49,short,0.0110918282652984,3.8393697677486,1.19392274845873
50,50,short,0.0126009205462914,3.71206719599726,1.24945878060133
51,51,short,0.0119972836338942,3.60677966458194,1.30623978356228
52,52,short,0.0147891043537312,3.73780011300948,1.30489384348605
53,53,short,0.0179581981438165,3.7521632256135895,1.26127865439984
54,54,short,0.0174300158454689,3.7039986272653,1.17603137416075
55,55,short,0.018486380442164,3.8131801617547296,1.10683331622717
56,56,short,0.0203727457934053,3.72836485173256,1.20294438560702
57,57,short,0.022787293442994,3.76559351891958,1.14535358220473
58,58,short,0.0216554742322493,3.7622013719085294,1.18045549504029
59,59,short,0.0244472949520863,3.7885733858283905,1.24028245823828
60,60,short,0.0216554742322493,3.65801085739155,1.21401115267622
61,61,short,0.021278201162001,3.7377964125534695,1.20280840896443
62,62,short,0.0246736587942353,3.662393035208,1.21518928236571
63,63,short,0.028597298724817,3.7807276227494895,1.17595268927294
64,64,short,0.0253527503206821,3.64265089108372,1.23057297664526
65,65,short,0.0242209311099374,3.8267976816588294,1.21481861416315
66,66,short,0.0285218441107674,3.73455649995118,1.25275585773105
67,67,short,0.0292763902512639,3.8053016720300894,1.28732274377374
68,68,short,0.0263336603033275,3.77186675181376,1.25740912557121
69,69,short,0.0307100279182072,3.811759000561,1.25775353556815
70,70,short,0.0252772957066325,3.6436766680596295,1.11707300156441
71,71,short,0.0233154757413416,3.7414444302360494,1.1543123154585
72,72,short,0.0269372972157247,3.8253803189975697,1.1080125222252
73,73,short,0.021278201162001,3.77355806228193,1.27229402547699
74,74,short,0.0205991096355542,3.8181573363025905,1.12759574149149
75,75,short,0.0253527503206821,3.72869568530444,1.20585153826757
76,76,short,0.0220327473024975,3.68194920195052,1.15109987626516
77,77,short,0.0272391156719233,3.7537036650886,1.11395703548142
78,78,short,0.0325963932694484,3.6509476536889105,1.18109031186251
79,79,short,0.0262582056892779,3.7574178736679,1.26745416440174
80,80,short,0.0231645665132423,3.60461295022818,1.20896567954313
81,81,short,0.0233154757413416,3.7605484227716497,1.08536404685329
82,82,short,0.0210518373198521,3.57611606777407,1.1723290062607
83,83,short,0.0212027465479514,3.7429668517531094,1.21697141520311
84,84,short,0.0166000150909228,3.58132800197804,1.11211893137579
85,85,short,0.0133554666867879,3.8145462895665,1.07394551230319
86,86,short,0.0103372821248019,3.3943314516751095,1.26141171053237
87,87,short,0.0076963706330642,3.47157892935367,1.11995316587885
88,88,short,0.0070172791066173,3.54262726266664,0.980880642632052
89,89,short,0.0056590960537236,3.6973079578107297,1.12376463429738
90,91,short,0.0065645514223194,3.50243236114593,0.920660730266592
92,100,short,0.0084509167735607,3.37907803331594,1.19944791663761
2,25,outlier,0.0467289719626168,4.82660067915074,1.70013428683525
26,34,outlier,0.0498442367601246,4.8397444305785,1.14397786279613
35,43,outlier,0.0498442367601246,4.77139262634415,1.2803851112361
44,48,outlier,0.0685358255451713,4.79396656709724,1.3615900475522
49,52,outlier,0.0630841121495327,5.47612052844103,1.43992158022436
53,55,outlier,0.0747663551401869,5.12880084628997,1.29745675661346
56,57,outlier,0.0521806853582555,5.20100292537014,1.26291174651257
58,60,outlier,0.0568535825545171,5.4606079425351,1.15132820516973
61,62,outlier,0.0677570093457944,5.1090753460906,1.40524919119029
63,64,outlier,0.0514018691588785,5.27290272190506,1.5154889754741
65,66,outlier,0.0529595015576324,5.23937677163069,1.43302339913026
67,68,outlier,0.0677570093457944,5.07681955033433,1.39769191714882
69,70,outlier,0.0568535825545171,4.85809285561059,1.44169652016896
71,74,outlier,0.0576323987538941,5.034200901745369,1.39140830459352
75,77,outlier,0.0545171339563863,5.302507484399889,1.24449795550222
78,80,outlier,0.0490654205607477,5.16220040685282,1.53326318886819
81,97,outlier,0.0802180685358255,5.07967540064044,1.22178738310519
2,16,lognormal,0.0018296148927099,3.79937140591126,1.44284347450552
17,17,lognormal,0.0020960636634929,3.67575040216024,0.998795336084987
18,18,lognormal,0.00449410260054,3.84983682666714,1.19775141591182
19,19,lognormal,0.0048671308796362,3.83572365356388,1.10118199064844
20,20,lognormal,0.0059684524655392,3.7001217591787294,1.19544769322164
21,21,lognormal,0.0048848941310217,3.82202702051386,1.15276507195487
22,22,lognormal,0.0052223959073468,3.79860102593884,1.22745425974486
23,23,lognormal,0.0052046326559613,3.7735873507832096,1.2245289285701
24,24,lognormal,0.0053645019184311,3.8352236580962096,1.24251435201181
25,25,lognormal,0.006128321728009,3.8575685373903905,1.17191590912867
26,26,lognormal,0.0058085832030694,3.82707971707602,1.17219178989297
27,27,lognormal,0.0059329259627682,3.8865292808027,1.17142414395146
28,28,lognormal,0.0062704277390933,3.83408642463566,1.22066917768109
29,29,lognormal,0.005826346454455,3.93186773350184,1.08578243542253
30,30,lognormal,0.0060572687224669,3.90816502358042,1.12227907902073
31,31,lognormal,0.0064302970015631,3.9429208738294896,1.19829937674776
32,32,lognormal,0.0071941168111411,3.9397590279110095,1.24273769892493
33,33,lognormal,0.0060572687224669,3.7986794453183905,1.2886808203669
34,34,lognormal,0.0065191132584908,4.051641062487009,1.18534734951651
35,35,lognormal,0.0064480602529487,3.95647475953896,1.17445276254984
36,36,lognormal,0.0060572687224669,3.89138121316456,1.18926527696041
37,37,lognormal,0.0065724030126474,3.95919600480674,1.33833144363199
38,38,lognormal,0.0065546397612619,3.9734915804591298,1.16880204377854
39,39,lognormal,0.0060039789683103,3.9717744467578897,1.12931254468091
40,40,lognormal,0.0063947704987921,3.9709124427015294,1.17849198823016
41,41,lognormal,0.0064125337501776,3.8138003982334094,1.2360088572108
42,42,lognormal,0.0060039789683103,3.9038100263989697,1.13691472493633
43,43,lognormal,0.0071230638055989,3.9300858024206,1.19820294737372
44,44,lognormal,0.006625692766804,3.98317814870574,1.22137527247687
45,45,lognormal,0.0083487281512008,4.0048943618506,1.22985620492015
46,46,lognormal,0.009556629245417,3.94318712386526,1.22660094900729
47,47,lognormal,0.0098408412675856,3.8599851276336,1.2616698835555
48,48,lognormal,0.0106401875799346,4.022960295896009,1.19683561950968
49,49,lognormal,0.0124875657240301,4.055495083137449,1.22999039201691
50,50,lognormal,0.01348230780162,3.97976257537614,1.33145431271722
51,51,lognormal,0.0136244138127043,4.0464208598717,1.28082805757701
52,52,lognormal,0.0161290322580645,4.02116635617552,1.32535186753666
53,53,lognormal,0.0173014068495097,4.01163136248156,1.26554876035867
54,54,lognormal,0.0182783856757141,3.98492661334848,1.2415702432288
55,55,lognormal,0.0187579934631235,4.06826126255453,1.22772352384042
56,56,lognormal,0.0209251101321586,3.9760391757430695,1.31880094414719
57,57,lognormal,0.0209606366349297,4.046262300689049,1.25905852159096
58,58,lognormal,0.0196461560324002,4.03129928207043,1.21668585866368
59,59,lognormal,0.0217244564445076,4.02300685220525,1.2671773557529
60,60,lognormal,0.0220086684666761,4.06292840941323,1.28474074253626
61,61,lognormal,0.0203922125905926,4.05789433323437,1.23698634510006
62,62,lognormal,0.022967884041495,4.04136436711399,1.29612375850857
63,63,lognormal,0.0238205201080006,4.11668452098337,1.2237607300322
64,64,lognormal,0.023003410544266,4.05641948120753,1.26850123380663
65,65,lognormal,0.022434986499929,4.09981814940667,1.26228915044214
66,66,lognormal,0.0249573681966747,4.037703278965689,1.30311729884509
67,67,lognormal,0.0236606508455308,4.075961093223129,1.28694370521254
68,68,lognormal,0.024335654398181,4.087328921863169,1.26312188478213
69,69,lognormal,0.0253481597271565,4.09073839064872,1.25392118952497
70,70,lognormal,0.0233586755719767,4.07384791903326,1.24393575270083
71,71,lognormal,0.0214224811709535,4.05723434068655,1.23691000510518
72,72,lognormal,0.0209783998863152,4.09353222162432,1.21612638161827
73,73,lognormal,0.0170704845814978,4.09740609824394,1.28450082669578
74,74,lognormal,0.0184560181895694,4.07282070760587,1.19906491883323
75,75,lognormal,0.0219198522097485,4.06476814998415,1.23649683308445
76,76,lognormal,0.0205343186016769,4.11212130389414,1.23886998060129
77,77,lognormal,0.0218843257069774,4.0439559419857,1.3119745599844
78,78,lognormal,0.0270001421060111,4.08277090257706,1.28157617590973
79,79,lognormal,0.0247619724314339,4.08583347463727,1.30186079415206
80,80,lognormal,0.0223461702430013,4.05856184042594,1.23835131120272
81,81,lognormal,0.0207474776183032,4.069057186810009,1.22583250204191
82,82,lognormal,0.0195928662782436,4.067370375208649,1.2803413378558
83,83,lognormal,0.018740230211738,4.15697031899542,1.23349631225499
84,84,lognormal,0.0156494244706551,4.10504471254111,1.22996407233008
85,85,lognormal,0.01165269290891,4.15432644778466,1.17519920875
86,86,lognormal,0.009521102742646,4.00650774699717,1.3084461178753
87,87,lognormal,0.0076026715930083,4.02854591893151,1.27236625463779
88,88,lognormal,0.0070342475486713,4.07092933771778,1.23516959625532
89,89,lognormal,0.0051513429018047,4.17015922075602,1.17446122890497
90,90,lognormal,0.0035881767798777,3.96564955488944,1.15366778268543
91,91,lognormal,0.0027888304675287,4.05409906247456,1.14002655516157
92,92,lognormal,0.0023092226801193,3.9356690768240497,1.16241779793931
93,93,lognormal,0.0012967173511439,4.05332301618373,1.4023660612638
94,95,lognormal,0.0017407986357822,3.8706921510091106,1.5024835409058
96,101,lognormal,0.001865141395481,3.93703373845862,1.22549235485643
